{63.76516,141.094411,0.0}
{188.514553,152.276006,0.0}
{185.229581,167.398733,0.0}
{143.649542,150.871034,0.0}
{221.160238,173.624846,0.0}
{272.849561,185.829092,0.0}
{186.021704,150.650075,0.0}
{188.128536,157.703127,0.0}
{170.270694,150.104612,0.0}
{108.323394,127.113796,0.0}
{200.550171,154.548709,0.0}
{138.267942,154.676985,0.0}
{207.145333,155.028809,0.0}
{146.412418,155.933871,0.0}
{201.054508,161.038803,0.0}
{140.834901,207.554704,0.0}
{195.197149,162.426057,0.0}
{315.049887,171.167393,0.0}
{174.904989,177.700062,0.0}
{193.691218,159.912107,0.0}
{306.174931,137.984558,0.0}
{70.798599,134.557637,0.0}
{103.465433,143.668311,0.0}
{285.53492,152.821156,0.0}
{108.724632,139.44205,0.0}
{270.596109,210.563668,0.0}
{144.123514,206.126893,0.0}
{115.148798,129.224868,0.0}
{74.117764,126.434773,0.0}
{187.830544,161.280257,0.0}
{298.276943,131.316633,0.0}
{67.043786,130.794985,0.0}
{187.359354,170.20129,0.0}
{157.729284,153.222936,0.0}
{119.715497,157.401349,0.0}
{132.916534,156.543558,0.0}
{276.48182,162.988198,0.0}
{294.77222,135.884648,0.0}
{181.828554,171.311514,0.0}
{118.737074,150.218545,0.0}
{198.09729,156.174185,0.0}
{225.251558,182.334717,0.0}
{313.660188,165.203562,0.0}
{289.31625,158.808046,0.0}
{292.005994,133.046812,0.0}
{186.119421,173.973247,0.0}
{164.085463,178.984742,0.0}
{219.430151,184.093992,0.0}
{222.33643,183.665537,0.0}
{179.396686,154.047445,0.0}
{139.109059,202.00082,0.0}
{111.112845,142.608546,0.0}
{101.883937,126.263983,0.0}
{141.819486,178.693733,0.0}
{311.859121,177.067653,0.0}
{153.982573,156.605641,0.0}
{163.159735,155.687409,0.0}
{271.676165,204.434314,0.0}
{114.098861,143.336652,0.0}
{314.262026,159.168913,0.0}
{302.010535,156.866305,0.0}
{134.879419,150.354822,0.0}
{295.99993,154.623551,0.0}
{221.600208,210.731805,0.0}
{266.774779,204.755371,0.0}
{100.606918,149.847193,0.0}
