{266.063999,164.538018,0.0}
{328.44833,167.2904,0.0}
{293.223457,200.297368,0.0}
{293.906242,158.875788,0.0}
{360.68511,156.880645,0.0}
{309.404542,157.292903,0.0}
{280.064805,160.768805,0.0}
{246.21913,216.657621,0.0}
{237.519981,177.026967,0.0}
{317.5143,164.323434,0.0}
{258.662071,216.51272,0.0}
{332.313599,159.214354,0.0}
{323.014079,173.989336,0.0}
{352.724826,161.07254,0.0}
{361.604096,166.695169,0.0}
{361.878868,177.405196,0.0}
{298.784925,181.97391,0.0}
{261.18063,178.807061,0.0}
{286.321948,157.101299,0.0}
{246.952971,188.614206,0.0}
{310.789872,164.036889,0.0}
{346.62615,173.834888,0.0}
{301.840226,159.762641,0.0}
{239.893576,218.398323,0.0}
{300.996066,174.381116,0.0}
{252.763167,221.300628,0.0}
{346.545406,161.89036,0.0}
{259.781736,184.440033,0.0}
{251.98261,171.00946,0.0}
{337.006279,162.187996,0.0}
{260.924955,221.977625,0.0}
{294.177524,206.591667,0.0}
{272.107837,165.891602,0.0}
{350.054863,167.513527,0.0}
{242.160743,184.878215,0.0}
{315.883621,157.680383,0.0}
{323.616427,162.667773,0.0}
{289.680663,162.000829,0.0}
{255.16006,199.099099,0.0}
{253.057802,188.112815,0.0}
{297.891106,187.31513,0.0}
{253.32821,176.125547,0.0}
{298.778482,163.949971,0.0}
{241.984718,213.115802,0.0}
{323.432253,167.564005,0.0}
{327.370644,158.369331,0.0}
{257.467989,191.34429,0.0}
{360.042248,171.762199,0.0}
{264.40224,169.806641,0.0}
{247.134714,212.130069,0.0}
{276.255455,157.169144,0.0}
{344.608479,167.788214,0.0}
{242.081655,174.569477,0.0}
{319.951083,170.292837,0.0}
{359.005145,163.131601,0.0}
{305.728182,163.034836,0.0}
{357.423106,178.120802,0.0}
{284.567865,163.002382,0.0}
{289.408183,208.505545,0.0}
{276.983293,163.817609,0.0}
{331.289585,163.50835,0.0}
{248.782233,174.234487,0.0}
{242.509638,180.614364,0.0}
{300.098557,168.255669,0.0}
{298.846254,157.293808,0.0}
{263.35245,173.989117,0.0}
{291.065792,166.263643,0.0}
{238.702955,181.058624,0.0}
{294.208725,182.432219,0.0}
{268.819663,161.391381,0.0}
{293.330615,162.916056,0.0}
{319.916338,159.976157,0.0}
{234.755137,172.7287,0.0}
{262.889725,161.844571,0.0}
{305.659757,158.754936,0.0}
{256.978769,221.465217,0.0}
{355.492506,166.075103,0.0}
{342.483817,162.743441,0.0}
{257.92839,195.846967,0.0}
{298.053493,177.202259,0.0}
{256.433824,202.438121,0.0}
{261.429587,168.085482,0.0}
{290.272666,157.006182,0.0}
