297.5664,227.7714,0.0
301.5635,228.2362,0.0
305.5606,228.7009,0.0
306.0372,225.1614,0.0
306.0372,221.1374,0.0
306.0372,217.1134,0.0
306.0372,213.0894,0.0
306.0372,209.0654,0.0
306.0372,205.0414,0.0
306.0372,201.0174,0.0
306.0372,196.9934,0.0
306.0372,192.9694,0.0
306.0372,188.9454,0.0
306.0372,184.9214,0.0
306.0372,180.8974,0.0
306.0372,176.8734,0.0
306.0372,172.8494,0.0
306.0372,168.8254,0.0
306.0372,164.8014,0.0
306.0372,160.7774,0.0
302.7418,160.0062,0.0
298.7178,160.0062,0.0
297.5664,162.9227,0.0
297.5664,166.9467,0.0
297.5664,170.9707,0.0
297.5664,174.9947,0.0
297.5664,179.0187,0.0
297.5664,183.0427,0.0
297.5664,187.0667,0.0
297.5664,191.0907,0.0
297.5664,195.1147,0.0
297.5664,199.1387,0.0
297.5664,203.1627,0.0
297.5664,207.1867,0.0
297.5664,211.2107,0.0
297.5664,215.2347,0.0
297.5664,219.2587,0.0
297.5664,223.2827,0.0
297.5664,227.3067,0.0
287.0273,180.0995,0.0
283.0033,180.0995,0.0
278.9793,180.0995,0.0
274.9553,180.0995,0.0
270.9313,180.0995,0.0
266.9073,180.0995,0.0
262.8833,180.0995,0.0
258.8593,180.0995,0.0
257.1149,177.9145,0.0
257.9164,173.9789,0.0
259.7182,170.4004,0.0
262.6782,167.7139,0.0
266.4284,166.3103,0.0
270.4335,166.0266,0.0
274.4283,166.4665,0.0
278.2676,167.6501,0.0
281.8622,169.4529,0.0
284.2506,167.539,0.0
286.0746,164.0026,0.0
282.5772,162.0164,0.0
278.8706,160.4569,0.0
274.9919,159.397,0.0
271.0046,158.8791,0.0
266.9834,158.8997,0.0
263.0036,159.4675,0.0
259.1817,160.7064,0.0
255.7124,162.7272,0.0
252.838,165.5281,0.0
250.7216,168.94,0.0
249.3602,172.7205,0.0
248.6378,176.6756,0.0
248.4176,180.6915,0.0
248.6474,184.7065,0.0
249.391,188.658,0.0
250.7037,192.4575,0.0
252.6391,195.979,0.0
255.2214,199.0558,0.0
258.4036,201.5051,0.0
262.0461,203.1966,0.0
265.9589,204.1089,0.0
269.973,204.3206,0.0
273.968,203.883,0.0
277.7961,202.6696,0.0
281.2199,200.5771,0.0
283.9664,197.653,0.0
285.866,194.1173,0.0
286.9182,190.2408,0.0
287.2238,186.2334,0.0
287.1127,182.2111,0.0
257.4786,186.3049,0.0
261.5026,186.3049,0.0
265.5266,186.3049,0.0
269.5506,186.3049,0.0
273.5746,186.3049,0.0
277.5986,186.3049,0.0
278.8286,188.9819,0.0
277.816,192.8593,0.0
275.3518,195.9865,0.0
271.6732,197.5264,0.0
267.6644,197.6414,0.0
263.8194,196.5299,0.0
260.694,194.0389,0.0
258.652,190.5904,0.0
257.5518,186.7273,0.0
245.4619,203.5414,0.0
244.7499,199.5808,0.0
244.0379,195.6203,0.0
240.798,195.6521,0.0
236.7947,195.9304,0.0
232.8893,195.0541,0.0
229.5821,192.8,0.0
227.0539,189.6803,0.0
226.8466,185.7156,0.0
226.8466,181.6916,0.0
226.8466,177.6676,0.0
226.8466,173.6436,0.0
226.8466,169.6196,0.0
226.8466,165.5956,0.0
226.8466,161.5716,0.0
224.3505,160.0067,0.0
220.3265,160.0067,0.0
218.3758,162.114,0.0
218.3758,166.138,0.0
218.3758,170.162,0.0
218.3758,174.186,0.0
218.3758,178.21,0.0
218.3758,182.234,0.0
218.3758,186.258,0.0
218.3758,190.282,0.0
218.3758,194.306,0.0
218.3758,198.33,0.0
218.3758,202.354,0.0
221.5231,203.5753,0.0
225.5252,203.9941,0.0
226.8466,201.3934,0.0
227.2185,198.3837,0.0
230.116,201.1639,0.0
233.5902,203.1724,0.0
237.4672,204.2041,0.0
241.4843,204.2604,0.0
245.4381,203.5478,0.0
204.5865,204.1324,0.0
204.5865,200.1084,0.0
204.5865,196.0844,0.0
204.5865,192.0604,0.0
204.5865,188.0364,0.0
204.5865,184.0124,0.0
204.5865,179.9884,0.0
204.5865,175.9644,0.0
204.5865,171.9404,0.0
204.5865,167.9164,0.0
204.5865,163.8924,0.0
204.4396,160.0068,0.0
200.4156,160.0068,0.0
196.9094,160.6186,0.0
195.2646,162.5611,0.0
191.613,160.876,0.0
187.7823,159.6529,0.0
183.8219,158.9601,0.0
179.8035,158.8692,0.0
175.8582,159.6075,0.0
172.2925,161.433,0.0
169.5893,164.3825,0.0
168.0554,168.0847,0.0
167.5564,172.0692,0.0
167.552,176.0932,0.0
167.552,180.1172,0.0
167.552,184.1412,0.0
167.552,188.1652,0.0
167.552,192.1892,0.0
167.552,196.2132,0.0
167.552,200.2372,0.0
168.6959,203.2805,0.0
172.693,203.7453,0.0
176.0228,203.396,0.0
176.0228,199.372,0.0
176.0228,195.348,0.0
176.0228,191.324,0.0
176.0228,187.3,0.0
176.0228,183.276,0.0
176.0228,179.252,0.0
176.0228,175.228,0.0
176.3548,171.2258,0.0
178.2496,167.762,0.0
181.9589,166.3474,0.0
185.9734,166.3122,0.0
189.8934,167.1931,0.0
193.6398,168.6556,0.0
196.1157,171.1365,0.0
196.1157,175.1605,0.0
196.1157,179.1845,0.0
196.1157,183.2085,0.0
196.1157,187.2325,0.0
196.1157,191.2565,0.0
196.1157,195.2805,0.0
196.1157,199.3045,0.0
196.3143,203.1705,0.0
200.3113,203.6353,0.0
204.3084,204.1002,0.0
154.7477,190.0475,0.0
154.7477,186.0235,0.0
154.7477,181.9995,0.0
154.7477,177.9755,0.0
154.7477,173.9515,0.0
154.7477,169.9275,0.0
154.7477,165.9035,0.0
154.7477,161.8795,0.0
152.5574,160.0064,0.0
