x,y,z
27.19688183,28.20537262,2.777616544
27.40706134,28.02328354,2.827332227
27.62140486,27.84491835,2.87256605
27.83971225,27.6702903,2.913191382
28.06178383,27.49941018,2.949077996
28.2874196,27.33228737,2.98009119
28.51642084,27.16892906,3.006091231
28.74858391,27.00933626,3.0269409
28.98367425,26.85347797,3.042547561
29.22145467,26.70129948,3.052836471
29.4616839,26.55274082,3.057732528
29.70412232,26.40773363,3.057159758
29.94853066,26.26620261,3.051040302
30.19466925,26.12806638,3.03929351
30.4422986,25.99323745,3.021834979
30.69117811,25.86162023,2.998584274
30.94105838,25.73309592,2.969520599
31.19169702,25.6075226,2.934651986
31.44284935,25.4847488,2.893990046
31.69427429,25.36461116,2.847548206
31.945733,25.24693549,2.795340834
32.19698714,25.13153795,2.737382633
32.44780087,25.01822417,2.67368723
32.69794419,24.90679296,2.604288797
32.94721297,24.79703893,2.529295382
33.19541538,24.68874459,2.448835783
33.44236201,24.58168166,2.363045767
33.68787381,24.47560804,2.272064354
33.93177494,24.37027126,2.176035159
34.17389425,24.26540801,2.075104997
34.41406879,24.16074599,1.969425895
34.65217326,24.05604004,1.859206086
34.88812488,23.95106087,1.74469814
35.12185152,23.84557089,1.626162458
35.3532857,23.7393262,1.503867766
35.58237348,23.63207287,1.378085393
35.80906678,23.52355062,1.249092144
36.03332347,23.41349416,1.117170187
36.25513851,23.3016789,0.982627067
36.47456754,23.18794199,0.845802537
36.69168071,23.07212275,0.707042235
36.90655459,22.95405946,0.566696572
37.11927315,22.83358901,0.425118817
37.32992589,22.71054792,0.282665106
37.53860565,22.58477427,0.139694879
37.74543233,22.45615198,-0.00343375
37.95057805,22.32465519,-0.146369464
38.15422462,22.1902707,-0.288762195
38.35655604,22.05298813,-0.430262339
38.55775692,21.91280077,-0.570520899
38.75801089,21.76970638,-0.709189732
38.95749891,21.62370837,-0.845921764
39.15641062,21.47484973,-0.980390383
39.3549618,21.32326016,-1.112316976
39.5533688,21.16908456,-1.241432584
39.75184413,21.0124701,-1.367471963
39.95059306,20.85356837,-1.490172451
40.14981381,20.69253473,-1.609275285
40.34969522,20.52952971,-1.724525481
40.55041888,20.36473339,-1.835692737
40.75216279,20.19838331,-1.942618865
40.95509713,20.03073006,-2.045162636
41.15938727,19.86202127,-2.143187171
41.36518597,19.69250772,-2.236556763
41.57263643,19.52244028,-2.325139416
41.78187138,19.35207005,-2.408807373
41.99300818,19.18165253,-2.487444893
42.20614541,19.01145608,-2.561005971
42.42136385,18.84175801,-2.62947419
42.63874259,18.67282851,-2.692835029
42.8583489,18.50493847,-2.751072969
43.08024026,18.33835733,-2.804173121
43.3044686,18.17334951,-2.852122953
43.53107146,18.01018018,-2.894911441
43.76007073,17.8491004,-2.932560727
43.99146012,17.69034826,-2.965140904
44.2252291,17.53415659,-2.992724246
44.46136384,17.38075471,-3.015380748
44.69984256,17.23037117,-3.033178294
44.9406423,17.08322906,-3.046183832
45.18373203,16.93955004,-3.054463341
45.42907087,16.79955232,-3.058084678
45.67660307,16.6634216,-3.057146741
45.9262528,16.53132504,-3.051769525
46.1779504,16.40342397,-3.042069529
46.43162044,16.27988088,-3.028159732
46.68718564,16.1608569,-3.010150095
46.94456732,16.04651133,-2.988147955
47.20368493,15.93700159,-2.962258418
47.46445078,15.83248154,-2.932586648
47.72676536,15.73306056,-2.899254653
47.99051455,15.63882051,-2.862395455
48.25559238,15.54984037,-2.822137738
48.52188977,15.46620101,-2.778607341
48.78929946,15.3879832,-2.731926863
49.05771245,15.3152685,-2.682216523
49.3270242,15.24813736,-2.629593253
49.59712491,15.18667097,-2.574172912
49.86790591,15.13093246,-2.516075303
50.13925386,15.08096564,-2.455426262
50.41105512,15.03681551,-2.392349294
50.68320113,14.99852865,-2.326964033
50.95557986,14.96615452,-2.259388453
51.22807887,14.93974456,-2.189738423
51.50058664,14.91935194,-2.118127569
51.77298891,14.90503163,-2.044668408
52.04516887,14.89682115,-1.9694728
52.31701158,14.89468467,-1.892651621
52.58840224,14.89857011,-1.814314533
52.85923096,14.9084279,-1.734568399
53.12939128,14.92421128,-1.653517724
53.39877864,14.94587634,-1.57126514
53.66729345,14.97338241,-1.487910485
53.93483607,15.00669184,-1.403552396
54.20130885,15.04577018,-1.318287751
54.46661487,15.09058609,-1.232212117
54.7306586,15.14111152,-1.145419622
54.99334425,15.19732145,-1.058003557
55.25457592,15.25919389,-0.970056408
55.5142571,15.32670973,-0.881670108
55.77229052,15.39985269,-0.79293618
56.0285775,15.47860909,-0.703946025
56.28301775,15.56296764,-0.614791094
56.53551159,15.65291174,-0.525561175
56.78597357,15.74836875,-0.436333202
57.03432892,15.84924217,-0.34717681
57.2805067,15.95543787,-0.258160144
57.52443766,16.06686372,-0.169350612
57.76605467,16.18343005,-0.080814738
58.00529308,16.30505016,0.007381987
58.24208957,16.4316401,0.095174685
58.47638202,16.56311882,0.182499014
58.70810992,16.69940872,0.269291319
58.93721115,16.84043394,0.355487398
59.1636256,16.98612275,0.441023819
59.38729231,17.13640597,0.525836809
59.60815076,17.29121807,0.609862708
59.82613755,17.45049503,0.693036646
60.04118939,17.61417648,0.775293638
60.25324144,17.78220479,0.856567879
60.46222878,17.95452448,0.936793758
60.66809712,18.13105411,1.015919212
60.87081051,18.31169231,1.093907916
61.07033628,18.49633805,1.170724902
61.26664317,18.68489067,1.246335498
61.45970221,18.87725104,1.320705679
61.64948728,19.07332265,1.393802273
61.83597287,19.27300976,1.465592088
62.01913573,19.47621951,1.536042536
62.19895206,19.6828592,1.605120524
62.3754002,19.89283965,1.67279348
62.54845952,20.10607441,1.739028878
62.71810858,20.32247792,1.803793512
62.88432647,20.5419674,1.867053971
63.04709135,20.76446129,1.928776033
63.206382,20.98988171,1.988925208
63.3621756,21.21815176,2.04746584
63.51444926,21.44919568,2.104362913
63.66318962,21.6829293,2.159598192
63.80839063,21.91926186,2.213164448
63.95004986,22.15810464,2.265055903
64.08816681,22.39936895,2.315267482
64.22274337,22.64296741,2.363794964
64.35378357,22.88881387,2.410634839
64.4812936,23.13682418,2.455784327
64.60528027,23.38691349,2.499240772
64.72575334,23.63900144,2.541002455
64.8427229,23.89300746,2.581067639
64.9562007,24.14885385,2.619434986
65.06619837,24.40646247,2.656102939
65.1727289,24.66575832,2.691070168
65.27580635,24.92666968,2.724335435
65.37544417,25.18912449,2.755897005
65.47165612,25.45305328,2.785753537
65.5644525,25.71838707,2.813913766
65.65384338,25.98505976,2.840396324
65.73984073,26.25300486,2.865221307
65.82245891,26.52215708,2.888410089
65.9017149,26.7924537,2.909985347
65.97762649,27.06382888,2.929970533
66.05021429,27.3362211,2.948390411
66.11950124,27.60957236,2.965270854
66.18551092,27.88382246,2.980638399
66.24826875,28.15891389,2.994520527
66.30780169,28.43479158,3.006945557
66.36413726,28.71139896,3.017942415
66.41730499,28.98868537,3.027540904
66.46733478,29.26659902,3.035771354
66.51425745,29.54509063,3.042664741
66.55809652,29.82411326,3.048254103
66.59886175,30.10362409,3.052576282
66.63656287,30.38358096,3.05566977
66.6712113,30.6639426,3.057574387
66.70282016,30.94466955,3.058331239
66.73140375,31.22572001,3.057982682
66.75697828,31.50705758,3.056572285
66.7795611,31.78864415,3.054144793
66.7991709,32.07044333,3.050746097
66.81582764,32.35242078,3.046423185
66.8295523,32.63454051,3.041224176
66.84036702,32.91676944,3.035198235
66.84829502,33.19907751,3.028395524
66.8533603,33.48143314,3.020867289
66.85558598,33.76380694,3.012665139
66.85497902,34.04616928,3.003835636
66.85153794,34.32849282,2.994422897
66.84526211,34.61075041,2.984472003
66.83615205,34.89291162,2.974029145
66.82420927,35.17494935,2.963141368
66.80943614,35.45683841,2.951856582
66.79183616,35.73855093,2.940223722
66.77141374,36.02006041,2.928292567
66.74817421,36.30134119,2.916113736
66.72212391,36.58236663,2.903738741
66.69327006,36.86311121,2.891219873
66.66162065,37.14355082,2.878610169
66.62718468,37.42366027,2.86596349
66.58997046,37.70341501,2.853332795
66.54997605,37.98278875,2.840759484
66.50719545,38.26175313,2.828279936
66.46162344,38.54028048,2.815930901
66.41325553,38.81834379,2.803749501
66.36208839,39.09591456,2.791773304
66.30811953,39.3729646,2.780040221
66.25134745,39.6494656,2.768588494
66.19177157,39.92538913,2.757456672
66.1293921,40.20070778,2.746683539
66.06421095,40.47539082,2.736308252
65.9962304,40.74941037,2.72637007
65.92545398,41.02273757,2.716908469
65.85188524,41.29534724,2.707962878
65.77552997,41.56720448,2.699566093
65.69639082,41.83828129,2.691738399
65.61447189,42.10854716,2.684498858
65.52977832,42.37797167,2.677866433
65.44231627,42.64652455,2.671859974
65.35209247,42.91417712,2.666498169
65.25911552,43.1808983,2.661799611
65.16339474,43.44665828,2.657782699
65.06494047,43.71142751,2.654465646
64.96376414,43.97517657,2.651866459
64.85987819,44.23787641,2.650002924
64.75329609,44.49949824,2.648892585
64.64403232,44.76001365,2.648552731
64.53733273,45.00474577,2.648185782
64.42612376,45.24746021,2.647178677
64.31046562,45.48808277,2.645522961
64.19041766,45.72654015,2.643210115
64.06603842,45.96275979,2.640231545
63.93738542,46.19666986,2.636578566
63.80451547,46.42819868,2.632242391
63.66748431,46.65727509,2.627214113
63.52634687,46.88382798,2.621484699
63.38115715,47.1077863,2.615044973
63.23196841,47.32907866,2.607885622
63.07883312,47.54763343,2.599997172
62.92180305,47.76337851,2.591369994
62.760929,47.97624161,2.581994277
62.59626699,48.18615263,2.571857989
62.42789263,48.39305776,2.560940345
62.25588587,48.59690847,2.549218207
62.0803259,48.79765709,2.536668281
61.90129098,48.99525683,2.523267084
61.71885764,49.18966244,2.508990856
61.53310329,49.38082723,2.493815747
61.3441029,49.56870649,2.477717534
61.15193096,49.75325522,2.460671745
60.95666074,49.93442882,2.442653576
60.75836508,50.1121821,2.423637935
60.55711593,50.28646977,2.403599372
60.35298452,50.45724614,2.382512073
60.14603989,50.62446617,2.360349669
59.9363603,50.78808851,2.337085648
59.72403831,50.94809897,2.312692266
59.50917028,51.10448901,2.287141579
59.29185141,51.25725199,2.260405407
59.07217457,51.40638366,2.232455148
58.85023354,51.55187974,2.203262155
58.62611927,51.69373826,2.172797234
58.39992181,51.83195802,2.141030841
58.1717299,51.96653873,2.107932991
57.94163022,52.09748121,2.073473094
57.70970933,52.22478612,2.0376202
57.47605215,52.34845476,2.00034272
57.24074244,52.46848861,1.961608446
57.00386114,52.58489028,1.921384321
56.7654979,52.69767424,1.879645746
56.52574529,52.8068812,1.836380598
56.2846959,52.91255626,1.791578141
56.04244023,53.01474729,1.745227538
55.79906563,53.11350504,1.697317588
55.55465908,53.2088817,1.647837204
55.30930428,53.30093188,1.596774794
55.06308285,53.38971186,1.544118426
54.81607417,53.4752794,1.489855727
54.56835483,53.55769379,1.433973684
54.32000032,53.63701502,1.376458967
54.0710834,53.71330425,1.317297478
53.82167479,53.78662335,1.256474439
53.57184252,53.85703616,1.193977661
53.32164841,53.92461947,1.129826867
53.07114811,53.98945952,1.064059621
52.82039431,54.05164539,0.996713889
52.56943651,54.11126858,0.927827672
52.31832113,54.16842273,0.857438886
52.0670915,54.22320333,0.785585248
51.81578802,54.27570739,0.712304191
51.56444809,54.32603325,0.637632757
51.31310631,54.37428032,0.56160754
51.06179446,54.42054885,0.484264581
50.81054175,54.46493979,0.405639371
50.55937525,54.50755447,0.325766899
50.30831815,54.54849481,0.244681129
50.05738602,54.58785366,0.162436492
49.80657095,54.62570492,0.079132052
49.55586199,54.66212052,-0.005126657
49.3052456,54.69717332,-0.090234893
49.05470637,54.73093691,-0.176088711
48.8042283,54.76348522,-0.262584692
48.55379093,54.79489288,-0.349621509
48.30337512,54.82523431,-0.437098066
48.05295993,54.85458401,-0.52491476
47.80252461,54.88301623,-0.61297291
47.55204535,54.91060519,-0.70117603
47.30149959,54.93742448,-0.789428434
47.05086451,54.96354722,-0.87763588
46.80011643,54.98904378,-0.965704478
46.54921948,55.01393842,-1.053516116
46.29812156,55.03821194,-1.140931474
46.04677614,55.06184349,-1.227810832
45.79513737,55.08481292,-1.31401715
45.54316294,55.10710061,-1.399415247
45.29081255,55.1286876,-1.483872488
45.03804422,55.14955591,-1.567260185
44.78482387,55.16968783,-1.649450533
44.53112045,55.18906631,-1.730318482
44.27690565,55.20767508,-1.809741992
44.02214974,55.22549897,-1.887603483
43.76683168,55.24252316,-1.963786857
43.51093332,55.25873372,-2.038179536
43.25444075,55.27411682,-2.110672293
42.99733892,55.28862089,-2.18116202
42.73961764,55.30213798,-2.249549667
42.48126636,55.3145583,-2.315739183
42.22228426,55.32577457,-2.3796348
41.96267173,55.33568239,-2.44114335
41.70243621,55.34418012,-2.500172998
41.44158507,55.35116914,-2.556635023
41.18013457,55.35655368,-2.610441983
40.91810694,55.36024111,-2.661508705
40.65552617,55.36214212,-2.709753344
40.39242276,55.36217085,-2.75509667
40.12882928,55.36024504,-2.797463122
39.86478731,55.35628627,-2.836779931
39.60034004,55.35022013,-2.872978621
39.33553614,55.34197617,-2.905994919
39.07042928,55.33146664,-2.935787499
38.80508473,55.31857261,-2.962346279
38.53956843,55.30317534,-2.9856635
38.27395201,55.28515983,-3.005730578
38.00830865,55.26441465,-3.022538818
37.74271638,55.24083229,-3.036079491
37.477253,55.2143089,-3.046344416
37.21200578,55.18474555,-3.053325877
36.94705875,55.15205445,-3.057017494
36.68250216,55.11616225,-3.057413398
36.41842441,55.07699848,-3.054507809
36.15492133,55.03449616,-3.048295298
35.8920889,54.98859112,-3.038771094
35.63002709,54.93922278,-3.025931461
35.36883592,54.88633377,-3.009773832
35.10862269,54.82987169,-2.99029756
34.8494908,54.76978519,-2.967515584
34.59154644,54.70602034,-2.941477452
34.33489963,54.63852405,-2.912237719
34.07965669,54.56724323,-2.879848398
33.82593077,54.49212772,-2.844360515
33.57383533,54.41312895,-2.805823764
33.32348356,54.33019985,-2.764286638
33.07499316,54.24329674,-2.719797529
32.82848562,54.15238041,-2.672405543
32.5840709,54.05742698,-2.622167262
32.34185991,53.95843012,-2.56914772
32.10195873,53.85538151,-2.513409129
31.86447897,53.74827446,-2.455012931
31.62953328,53.63710248,-2.39401917
31.39723761,53.52186071,-2.33048738
31.16770684,53.4025441,-2.264475707
30.94105908,53.27914987,-2.196042313
30.71741451,53.15167905,-2.125246872
30.49687794,53.02014668,-2.052163402
30.27954887,52.88457924,-1.976876738
30.06552956,52.74500298,-1.899470482
29.85491979,52.60144027,-1.820024983
29.64782521,52.45391534,-1.738620596
29.44435339,52.30245215,-1.655336594
29.24461299,52.14707406,-1.570251054
29.04871537,51.98780546,-1.483441785
28.85677424,51.82467313,-1.394987113
28.66888654,51.65771872,-1.304973167
28.48513414,51.48699992,-1.213494694
28.30560056,51.31257356,-1.120645571
28.13037053,51.13449367,-1.026517814
27.95953235,50.95281403,-0.931203019
27.79317691,50.76758757,-0.834792082
27.63139786,50.57886688,-0.737375517
27.4742915,50.38670448,-0.639043638
27.32195719,50.19115381,-0.539887063
27.17448429,49.99227651,-0.439999941
27.03193347,49.79015312,-0.339484762
26.89436314,49.5848651,-0.238444528
26.76183449,49.37649207,-0.136981642
26.63441167,49.16511225,-0.035198194
26.51216199,48.95080295,0.066803737
26.39515642,48.73364171,0.168921472
26.28346806,48.5137038,0.271052868
26.17717425,48.29106641,0.37309431
26.07635209,48.06581084,0.474940163
25.98104414,47.83803158,0.576481979
25.89127708,47.6078298,0.677609402
25.80708011,47.37530476,0.778212003
25.72848562,47.14055523,0.878178524
25.65552891,46.9036784,0.977397274
25.58824858,46.66477109,1.075755476
25.52668672,46.42393033,1.173138951
25.47088898,46.18125389,1.269431832
25.42090371,45.93683944,1.364516894
25.37675667,45.69079493,1.458275808
25.33843726,45.44323359,1.550593058
25.30593387,45.19426691,1.641352719
25.27923762,44.94400895,1.730436269
25.25834169,44.69257005,1.817724699
25.24324205,44.44006154,1.903096659
25.23393737,44.18659168,1.986429623
25.23042955,43.93227498,2.06759663
25.2327233,43.67722322,2.146469127
25.24081055,43.42155251,2.222918932
25.25463704,43.1653817,2.296828048
25.27414023,42.90882536,2.368080249
25.29925786,42.65200297,2.436555786
25.32992898,42.39502828,2.502134096
25.36609395,42.13801442,2.564692016
25.40769444,41.88107567,2.624103071
25.45467333,41.62432835,2.680237028
25.50697554,41.36788712,2.732960426
25.56453427,41.11186835,2.782142061
25.62723593,40.85638357,2.827672297
25.69495607,40.60153604,2.86944642
25.76756697,40.34743371,2.907356833
25.84494093,40.09417794,2.941294579
25.92694993,39.84186695,2.971148155
26.01346478,39.59059938,2.996802585
26.10435404,39.3404776,3.018138792
26.19948752,39.0915977,3.03503422
26.29871562,38.84405201,3.047380557
26.40185143,38.59792,3.055103866
26.50870099,38.35327385,3.058134263
26.61906685,38.11018129,3.056401269
26.73274898,37.86870463,3.049833205
26.84954428,37.62890261,3.038356562
26.96924648,37.39083097,3.021895458
27.09164684,37.15454161,3.000370943
27.21653164,36.92008146,2.973707198
27.34366469,36.68748396,2.941879117
27.47280201,36.45676097,2.904886669
27.60369401,36.2279192,2.862732393
27.73608696,36.00095834,2.815420452
27.86972586,35.77586676,2.76295492
28.00435038,35.55262905,2.705340588
28.13969702,35.33122243,2.642581588
28.27549938,35.11161725,2.574685241
28.41149843,34.89376928,2.501714687
28.54744338,34.67761444,2.423774872
28.68308156,34.46307852,2.340976422
28.81815823,34.25007821,2.253434349
28.95241943,34.03851709,2.161265484
29.08560729,33.82829358,2.06459094
29.21746319,33.61929613,1.963533467
29.3477332,33.41140391,1.858223583
29.476208,33.20449432,1.748854658
29.60270804,32.99843081,1.635652112
29.72705603,32.79306813,1.518847105
29.84907653,32.58825332,1.398675817
29.96859736,32.38382388,1.275377344
30.08544833,32.17961032,1.149194183
30.19946015,31.97543837,1.020372844
30.31049032,31.77113649,0.889175767
30.41848332,31.56654816,0.755906379
30.52340557,31.36151562,0.620878421
30.62522868,31.15587623,0.484407483
30.72392819,30.94946506,0.34681154
30.8194836,30.74211509,0.208409994
30.91187761,30.53365922,0.069523935
31.00109852,30.3239329,-0.069523929
31.08720358,30.1128016,-0.20840999
31.17031943,29.90015959,-0.346811565
31.25057846,29.68590355,-0.484407507
31.32811521,29.46993233,-0.620878458
31.40306557,29.25214892,-0.755906602
31.47556626,29.03246138,-0.8891761
31.54575421,28.81078452,-1.020373198
31.6137805,28.58705047,-1.149194087
31.67986809,28.36124114,-1.275377357
31.74425966,28.13335848,-1.398675998
31.80719532,27.90340766,-1.518847457
31.86891142,27.67140058,-1.635652365
31.92963996,27.43735703,-1.74885481
31.98960874,27.2013032,-1.85822401
32.04903982,26.9632771,-1.963533044
32.10816802,26.72333918,-2.06459089
32.16725575,26.48159155,-2.161265701
32.22656215,26.23814561,-2.25343384
32.28634056,25.99311126,-2.340976241
32.34683578,25.7466078,-2.42377486
32.40828434,25.49876167,-2.501714493
32.47091561,25.24970066,-2.574685372
32.53494845,24.99956592,-2.642581162
32.60059578,24.74850776,-2.705340269
32.66806335,24.49669912,-2.762954884
32.73754962,24.24431658,-2.815420316
32.8092473,23.99153314,-2.862732562
32.88334045,23.73852859,-2.904886767
32.96000568,23.48548393,-2.941879107
33.03941208,23.23258099,-2.97370737
33.12171801,22.98001092,-3.000370766
33.20706592,22.72795865,-3.021895332
33.29556946,22.47661312,-3.038356542
33.38733445,22.22616504,-3.049833122
33.48246579,21.97679613,-3.056401238
33.58106157,21.72869481,-3.058134264
33.68321453,21.4820511,-3.055103886
33.7890138,21.23705178,-3.047380581
33.89854175,20.99388701,-3.035034215
34.01187041,20.75274734,-3.018138766
34.12903782,20.51380292,-2.996802408
34.25006299,20.27721822,-2.971148102
34.37496447,20.04315654,-2.941294758
34.50376281,19.81177572,-2.90735681
34.63647413,19.5832397,-2.869446204
34.77311238,19.35771332,-2.827672412
34.91369194,19.13535755,-2.782141935
35.0582223,18.91633763,-2.73296024
35.20670153,18.70081312,-2.680237121
35.35909443,18.48890954,-2.624102946
35.51535494,18.28074849,-2.564691775
35.67543808,18.07645272,-2.502134154
35.83930445,17.87614039,-2.436555594
36.00691239,17.67993485,-2.368079838
36.17822053,17.48796074,-2.296828161
36.35318959,17.30034174,-2.222918819
36.53177815,17.11720483,-2.14646896
36.71393798,16.93867174,-2.067596699
36.89959264,16.76482724,-1.986429519
37.08865684,16.59574684,-1.903096616
37.28104797,16.43150755,-1.817724422
37.47668815,16.27218612,-1.730435818
37.67549999,16.11786262,-1.641352152
37.87740773,15.96861919,-1.55059287
38.08233759,15.82453967,-1.458275497
38.29021601,15.68571072,-1.364516535
38.50096792,15.55221899,-1.269431884
38.71449977,15.42411949,-1.173138933
38.93070652,15.30144583,-1.075755417
39.14948603,15.18423295,-0.977397225
39.37073945,15.0725177,-0.878178432
39.59437005,14.96633951,-0.778211891
39.82028314,14.86574043,-0.677609392
40.04838561,14.77076539,-0.576481961
40.27858545,14.68146232,-0.47494014
40.5107912,14.59788216,-0.373094309
40.7449046,14.52006001,-0.271053213
40.98081512,14.44799618,-0.168921817
41.21841365,14.38168854,-0.066803701
41.45759345,14.3211371,0.035198226
41.69825034,14.26634426,0.136981667
41.94028192,14.21731515,0.238444534
42.18358746,14.17405776,0.339484784
42.42806698,14.13658327,0.43999994
42.67362136,14.10490607,0.53988703
42.9201511,14.07903826,0.639043807
43.16754862,14.05895831,0.737375638
43.41570696,14.04463166,0.834792086
43.6645231,14.03602529,0.93120346
43.91389138,14.0331083,1.026518153
44.16371174,14.03585186,1.120645699
44.41388506,14.04422964,1.213494833
44.66431276,14.05821808,1.304973202
44.91489608,14.07779639,1.394986968
45.16553922,14.10294587,1.483442281
45.41614042,14.13362512,1.570251416
45.66660327,14.16977091,1.655336672
45.91683506,14.21132026,1.738620938
46.16674043,14.25821057,1.820025082
46.41622834,14.31038104,1.899470125
46.66521232,14.36777335,1.976877035
46.91360078,14.43032968,2.052163504
47.16130625,14.49799507,2.125246677
47.40824344,14.57071704,2.196042521
47.65432447,14.64842923,2.264475762
47.89946753,14.73104644,2.330487384
48.14359252,14.81848161,2.394019162
48.38662181,14.91064785,2.455012555
48.62848088,15.00745915,2.513408637
48.86909591,15.10882974,2.569147251
49.10839501,15.21467492,2.622167088
49.34630776,15.32491124,2.672405313
49.58276506,15.43945592,2.719797576
49.81770384,15.55821119,2.764286501
50.05107135,15.68106395,2.805823623
50.28281747,15.80789918,2.844360524
50.51289579,15.9386017,2.879848405
50.74126288,16.07305618,2.912237642
50.96787847,16.21114756,2.941477485
51.19270358,16.35276027,2.967515482
51.41570334,16.49778022,2.990297465
51.63684388,16.64609419,3.009773913
51.85608485,16.79758825,3.025931423
52.07339619,16.95215328,3.038771139
52.28874434,17.10967355,3.04829529
52.50210715,17.27003757,3.054507805
52.71346276,17.43313052,3.057413394
52.92279456,17.59883819,3.057017495
53.13009003,17.76704646,3.053325888
53.33534152,17.93764111,3.046344397
53.53855067,18.11049796,3.036079534
53.73973277,18.28548939,3.022538782
53.9389046,18.46248378,3.005730577
54.13609161,18.64135221,2.985663501
54.33132247,18.8219639,2.962346334
54.52463129,19.00418835,2.935787548
54.71605699,19.18789489,2.90599502
54.9056418,19.37295575,2.872978522
55.09340861,19.55926841,2.836779925
55.27937659,19.74675102,2.797463119
55.4635691,19.9353206,2.755096623
55.64601324,20.12489225,2.709753339
55.82674621,20.31538598,2.661508704
56.00580851,20.50672005,2.610441996
56.18324719,20.69881453,2.556635273
56.35911485,20.89159056,2.500173315
56.53346981,21.08497069,2.441143331
56.70637578,21.27887875,2.379634787
56.87790198,21.47324015,2.315739145
57.04812253,21.66798129,2.249549876
57.21711719,21.86303052,2.181162016
57.38497051,22.05831718,2.110672342
57.55176931,22.25377606,2.038179067
57.71755769,22.44937811,1.963786834
57.88235736,22.64512623,1.887603979
58.04619171,22.84102473,1.809742708
58.2090869,23.03707962,1.73031865
58.37107175,23.2332985,1.649450714
58.53217866,23.42969172,1.567260434
58.69244149,23.6262699,1.483872849
58.8518975,23.82304636,1.399415293
59.01058736,24.02003718,1.314017199
59.16855315,24.2172588,1.227810953
59.32583832,24.41472806,1.140931756
59.48248916,24.61246401,1.053516662
59.63855456,24.81048771,0.965704492
59.79408214,25.00882042,0.877635881
59.94908114,25.20750715,0.789427904
60.1035151,25.406611,0.70117568
60.2573481,25.60620024,0.612972944
60.41054405,25.80634387,0.524914636
60.56306451,26.0071086,0.437098082
60.71487157,26.2085624,0.349621293
60.86592488,26.41077046,0.262584557
61.01618487,26.61379923,0.176088515
61.1656115,26.81771454,0.090234779
61.31416275,27.02257941,0.005126663
61.46179655,27.22845629,-0.079132012
61.60846954,27.43540519,-0.162436385
61.75413789,27.64348439,-0.244681129
61.89875334,27.85275012,-0.325766899
62.04223858,28.06325614,-0.405639477
62.18450368,28.27505577,-0.484264664
62.32545705,28.48820011,-0.561607583
62.46500577,28.70273815,-0.637632771
62.60305559,28.91871661,-0.712304202
62.73951086,29.13617942,-0.785585256
62.87427479,29.3551678,-0.857438889
63.00724948,29.57571999,-0.927827679
63.13833609,29.79787098,-0.996713904
63.26743497,30.02165226,-1.06405965
63.39444582,30.2470916,-1.129826906
63.51926796,30.4742128,-1.193977705
63.6418005,30.70303532,-1.256474409
63.76194559,30.93356852,-1.317297471
63.87960987,31.1658073,-1.376458984
63.99469969,31.39974357,-1.433973713
64.10712051,31.63536727,-1.489855738
64.21677689,31.87266591,-1.544118468
64.32357293,32.11162528,-1.596774871
64.42741191,32.35222813,-1.647837297
64.52819669,32.59445473,-1.697317688
64.62582985,32.83828251,-1.745227613
64.72021373,33.08368571,-1.791578288
64.81125093,33.33063597,-1.836380796
64.8988442,33.57910124,-1.879645966
64.98289684,33.82904608,-1.921384538
65.06331482,34.08043047,-1.96160839
65.14002677,34.3332036,-2.000342718
65.21297394,34.58730679,-2.037620228
65.28209721,34.8426808,-2.073473138
65.34733678,35.09926539,-2.107933046
65.40863215,35.35699877,-2.141030919
65.4659226,35.61581903,-2.172797338
65.51914679,35.87566187,-2.203262268
65.56824313,36.13646166,-2.232455267
65.61314988,36.39815095,-2.260405469
65.65380536,36.66066079,-2.287141688
65.690148,36.92392012,-2.312692395
65.7221166,37.18785583,-2.337085785
65.74965047,37.45239258,-2.3603498
65.77269555,37.71745218,-2.382512052
65.79122766,37.98295341,-2.403599372
65.80523117,38.24881313,-2.423637945
65.8146896,38.5149484,-2.442653593
65.81958572,38.78127605,-2.460671768
65.81990152,39.04771223,-2.477717561
65.81561836,39.31417325,-2.493815779
65.80671699,39.58057418,-2.508990889
65.79317766,39.8468294,-2.523267085
65.77498023,40.11285229,-2.536668298
65.7521043,40.37855532,-2.549218231
65.72452929,40.64384969,-2.560940371
65.69223463,40.90864535,-2.571858015
65.65519995,41.17285028,-2.581994274
65.61341136,41.43637427,-2.591369992
65.56688062,41.69912759,-2.599997172
65.51562456,41.96102344,-2.607885623
65.45965925,42.22197455,-2.615044975
65.39899991,42.48189344,-2.6214847
65.33366101,42.74069225,-2.627214115
65.2636563,42.99828279,-2.632242393
65.18899892,43.25457617,-2.636578567
65.10970151,43.50948279,-2.640231545
65.02577624,43.76291223,-2.643210115
64.93723502,44.01477307,-2.645522961
64.84408952,44.26497287,-2.647178678
64.74635138,44.51341802,-2.648185782
64.64403232,44.76001365,-2.648552731
