x,y,z
68.86535177,46.55583014,1.55E-15
68.75319673,46.81511322,0.00048628
68.63796422,47.07303967,0.001940206
68.51966817,47.32956822,0.004357985
68.39832263,47.58465751,0.007735801
68.2739418,47.8382661,0.012069816
68.14654001,48.09035245,0.017356165
68.01613177,48.34087492,0.023590952
67.88273175,48.58979173,0.030770251
67.74635485,48.837061,0.038890096
67.60701618,49.08264071,0.047946484
67.46473109,49.32648871,0.057935363
67.3195152,49.56856272,0.068852636
67.1713844,49.80882031,0.080694149
67.02035491,50.04721892,0.09345569
66.86644326,50.28371584,0.107132981
66.70966636,50.51826823,0.121721676
66.55004145,50.75083309,0.137217286
66.3875852,50.98136671,0.153614125
66.22231368,51.20982451,0.170905508
66.05424303,51.43616142,0.18908475
65.88338953,51.66033189,0.208145178
65.7097697,51.88228989,0.228080132
65.53340023,52.10198889,0.248882947
65.35429816,52.31938188,0.27054694
65.17248084,52.53442131,0.293065403
64.987966,52.7470592,0.316431588
64.80077184,52.95724702,0.340638694
64.61091703,53.16493582,0.365679855
64.41842077,53.37007615,0.391548129
64.22330286,53.57261814,0.418236481
64.02558376,53.77251149,0.445737773
63.8252856,53.96970453,0.474044609
63.62242737,54.16414905,0.50315002
63.41703537,54.35579173,0.533044602
63.20913477,54.54458568,0.56371464
62.99875227,54.73048288,0.595145344
62.78591467,54.91343442,0.627321979
62.57064897,55.09339048,0.660229838
62.35298162,55.27030101,0.693854355
62.1329427,55.44411242,0.728180442
61.91055782,55.61477414,0.763193746
61.68585636,55.78223209,0.79887935
61.4588675,55.94643196,0.835222393
61.22962112,56.10731856,0.87220792
60.99814783,56.26483589,0.909820861
60.76447917,56.41892709,0.948046005
60.52864761,56.56953456,0.986867985
60.29068667,56.71659993,1.026271259
60.05063098,56.8600642,1.066240085
59.80851668,56.99986823,1.106758138
59.56438482,57.13596172,1.147802362
59.31828142,57.26830078,1.189343769
59.07025168,57.39684113,1.231353361
58.8203413,57.521537,1.273802049
58.56859628,57.64234133,1.316660684
58.31506306,57.75920577,1.359900017
58.05978762,57.87208105,1.403490836
57.80281905,57.98091553,1.447403348
57.5442051,58.08565722,1.491607928
57.28399509,58.18625254,1.536074609
57.02223942,58.28264666,1.580773162
56.75898882,58.37478385,1.625673208
56.49429697,58.46260658,1.670743779
56.22821796,58.54605663,1.715953725
55.96080774,58.62507464,1.761271489
55.69212347,58.69960044,1.806665194
55.42222664,58.76958156,1.852098841
55.15118259,58.83499046,1.897526153
54.87906264,58.89580157,1.942897914
54.60593333,58.95198912,1.988165438
54.33186326,59.00352546,2.0332794
54.05692152,59.05038142,2.078190068
53.78117652,59.09252652,2.12284747
53.50469849,59.12992853,2.167200946
53.22756042,59.16255348,2.211198997
52.94983428,59.19036617,2.254789854
52.67159426,59.2133298,2.297920942
52.39291274,59.2314063,2.340539483
52.11387078,59.24455566,2.382590862
51.83454638,59.2527369,2.424020423
51.55502129,59.25590765,2.464772418
51.27537796,59.25402435,2.504790445
50.99570178,59.24705025,2.544015814
50.71608058,59.23499066,2.582381847
50.43659699,59.21786437,2.619819483
50.15733727,59.19568954,2.65625835
49.87838535,59.1684833,2.6916275
49.59982643,59.13626188,2.725854883
49.32174339,59.09904009,2.758867706
49.04422244,59.05683191,2.790591677
48.76735126,59.00965033,2.820951181
48.49121737,58.95750703,2.849869398
48.21590861,58.90041228,2.877268145
47.94151556,58.8383754,2.903067552
47.66813192,58.77140496,2.927185983
47.39585243,58.69950823,2.949540169
47.12477315,58.62269123,2.970045079
46.85499398,58.54095945,2.98861366
46.58661294,58.45433927,3.005160128
46.31971012,58.36291158,3.019606072
46.0543589,58.26676632,3.031873667
45.79063479,58.16599583,3.041883913
45.52860941,58.06069251,3.049556813
45.26835172,57.9509489,3.054811117
45.00993117,57.83685868,3.057564091
44.75341536,57.71851559,3.057731421
44.49887197,57.59601402,3.055227028
44.24636706,57.46944813,3.049962882
43.99596735,57.33891271,3.041848831
43.74773871,57.20450234,3.030792379
43.50175029,57.06631349,3.016698676
43.25806862,56.92444125,2.999470043
43.01676312,56.77898231,2.979006035
42.77789526,56.63004778,2.955215978
42.54148951,56.47779718,2.92805243
42.30755894,56.3224037,2.897478296
42.07610972,56.1640416,2.863456512
41.84713981,56.00288464,2.8259494
41.62064445,55.8391094,2.784919109
41.39661468,55.67289396,2.740327172
41.17503311,55.50441535,2.692133625
40.95587696,55.33385905,2.640300407
40.73911239,55.16141106,2.584788941
40.52470613,54.98726297,2.52556119
40.31261523,54.81160329,2.462576668
40.10279568,54.63462437,2.395794422
39.89519849,54.45651894,2.325171625
39.68976983,54.27748046,2.250670037
39.48643453,54.09769301,2.172329685
39.28509438,53.91733038,2.090246118
39.08564189,53.73656523,2.004519702
38.88795952,53.55556753,1.915253348
38.69192318,53.37450694,1.822553267
38.49739935,53.19354942,1.726526875
38.30424601,53.01285749,1.627282395
38.1123181,52.8325947,1.524930968
37.92146247,52.65292048,1.419583544
37.73152155,52.47399318,1.31135221
37.54233208,52.29596856,1.200349071
37.3537287,52.11900285,1.086687876
37.16554166,51.94325045,0.970482443
36.97760009,51.76885504,0.851859725
36.78974194,51.595885,0.731038155
36.60180569,51.42437117,0.608277343
36.41362614,51.25433971,0.483838248
36.22503562,51.08581281,0.357982515
36.03586492,50.91880925,0.230972046
35.84594539,50.75334579,0.103069286
35.65511406,50.58942308,-0.025464226
35.46325079,50.42699593,-0.15435712
35.27024373,50.26600191,-0.283339644
35.07598311,50.10637802,-0.412143786
34.88036278,49.94806187,-0.540503034
34.68327996,49.79099132,-0.668153263
34.48463676,49.63510561,-0.794832534
34.28435556,49.48032126,-0.920277784
34.08241108,49.32648661,-1.044216186
33.87879201,49.17344109,-1.1663758
33.67348875,49.02102617,-1.28649062
33.46650023,48.86909062,-1.404297178
33.25783013,48.71748779,-1.51953757
33.04749002,48.56607809,-1.631958528
32.83551371,48.41470981,-1.741322176
32.62199193,48.26319115,-1.847418679
32.40702437,48.11132754,-1.950048377
32.19071685,47.95893476,-2.049014861
31.9731807,47.80583863,-2.144126061
31.7545313,47.65187427,-2.235195571
31.53488899,47.49688696,-2.322042987
31.31438952,47.34072807,-2.404502456
31.09320473,47.18322616,-2.482456721
30.87152568,47.02421596,-2.555800619
30.64953862,46.86353805,-2.624433467
30.42743714,46.70104768,-2.688255668
30.20541503,46.53660991,-2.747171854
29.98366563,46.37009941,-2.801091586
29.76239202,46.20140795,-2.849929621
29.54180225,46.03042664,-2.893644538
29.3221226,45.85705554,-2.932228912
29.10357782,45.68120185,-2.965676046
28.88639183,45.50278114,-2.993979028
28.67078938,45.32171892,-3.017131305
28.45699242,45.13794806,-3.035127865
28.24522556,44.95141391,-3.047965457
28.03571418,44.76207526,-3.055649669
27.82867001,44.56990081,-3.058232736
27.62430881,44.37487477,-3.055784261
27.42284266,44.17698356,-3.048370721
27.22448357,43.97621947,-3.036056078
27.02944346,43.77258118,-3.018902652
26.83793124,43.56607129,-2.996971612
26.65015757,43.35670211,-2.970324222
26.46633019,43.14449604,-2.939026526
26.28662895,42.92949169,-2.903179833
26.11122571,42.71174257,-2.862901699
25.94028862,42.49129864,-2.818304463
25.77398859,42.26821444,-2.769497123
25.61249812,42.04254863,-2.716586027
25.45598892,41.81436166,-2.659674941
25.30463173,41.58371607,-2.598865552
25.15860018,41.35068448,-2.534260379
25.0180399,41.1153465,-2.465976712
24.88306603,40.8778008,-2.394155372
24.7537939,40.63814755,-2.318935171
24.63033835,40.3964814,-2.240449319
24.51281874,40.15290115,-2.158828864
24.40135681,39.90750726,-2.074202395
24.29607533,39.66039985,-1.986695721
24.19709932,39.41168267,-1.89643357
24.10455144,39.16146468,-1.80354187
24.01850981,38.90986345,-1.708161936
23.93902945,38.65700403,-1.610443774
23.86616903,38.40301041,-1.510534348
23.79999042,38.14800319,-1.408576741
23.74055997,37.8921048,-1.304712511
23.68794781,37.6354386,-1.199081569
23.64222736,37.37812827,-1.0918222
23.6034754,37.12030035,-0.983072304
23.57176386,36.86208454,-0.872971104
23.54711283,36.60361347,-0.761667321
23.52952306,36.34502007,-0.649312498
23.51899996,36.08643591,-0.536056275
23.51555375,35.82799163,-0.422046691
23.51919941,35.56981832,-0.307430996
23.52995655,35.31204807,-0.192356036
23.54784914,35.05481461,-0.076968721
23.57290522,34.79825477,0.03858317
23.6051485,34.54250482,0.154151713
23.64454848,34.28769867,0.26958507
23.69105507,34.03396329,0.384732429
23.74462276,33.78142519,0.499443187
23.80521066,33.53021127,0.61356641
23.87278268,33.28044861,0.726950783
23.94730737,33.03226561,0.839443916
24.02875756,32.78579325,0.950891642
24.11711026,32.54116528,1.061137731
24.21233837,32.298515,1.170025164
24.31436033,32.05796316,1.277401169
24.42307601,31.81961867,1.383116988
24.53838954,31.58358847,1.487023391
24.66020682,31.34998364,1.588967796
24.78843886,31.11891299,1.688796873
24.92300083,30.89048612,1.786354969
25.06381037,30.66481674,1.881482442
25.2107885,30.44202114,1.974016069
25.36384924,30.22221109,2.063793471
25.52285231,30.00547614,2.150666949
25.6876473,29.79189059,2.234495092
25.85808465,29.58152878,2.315133856
26.03401628,29.37446488,2.392436409
26.21529805,29.17077069,2.466253538
26.40178731,28.97051936,2.536431865
26.59334135,28.77378726,2.602812819
26.78982148,28.58064973,2.66523377
26.9910679,28.39116838,2.723543048
