0.0,-0.0,0.0
-0.2904,0.2779,-0.0964
-0.5808,0.5558,-0.1929
-0.8712,0.8337,-0.2893
-1.1615,1.1116,-0.3857
-1.4519,1.3895,-0.4822
-1.7423,1.6673,-0.5786
-2.0327,1.9452,-0.675
-2.3231,2.2231,-0.7715
-2.6135,2.501,-0.8679
-2.9038,2.7789,-0.9644
-3.1942,3.0568,-1.0608
-3.4846,3.3347,-1.1572
-3.775,3.6126,-1.2537
-4.0654,3.8905,-1.3501
-4.3558,4.1684,-1.4465
-4.6461,4.4463,-1.543
-4.9365,4.7242,-1.6394
-5.2269,5.002,-1.7358
-5.5173,5.2799,-1.8323
-5.8077,5.5578,-1.9287
-6.0981,5.8357,-2.0251
-6.3884,6.1136,-2.1216
-6.6788,6.3915,-2.218
-6.9692,6.6694,-2.3145
-7.2596,6.9473,-2.4109
-7.55,7.2252,-2.5073
-7.8404,7.5031,-2.6038
-8.1307,7.781,-2.7002
-8.4211,8.0588,-2.7966
-8.7115,8.3367,-2.8931
-9.0019,8.6146,-2.9895
-9.2923,8.8925,-3.0859
-9.5827,9.1704,-3.1824
-9.873,9.4483,-3.2788
-10.1634,9.7262,-3.3752
-10.4538,10.0041,-3.4717
-10.7442,10.282,-3.5681
-11.0346,10.5599,-3.6645
-11.325,10.8378,-3.761
-11.6153,11.1156,-3.8574
-11.9057,11.3935,-3.9539
-12.1961,11.6714,-4.0503
-12.4865,11.9493,-4.1467
-12.7769,12.2272,-4.2432
-13.0673,12.5051,-4.3396
-13.3576,12.783,-4.436
-13.648,13.0609,-4.5325
-13.9384,13.3388,-4.6289
-14.2288,13.6167,-4.7253
