0.0,-0.0,0.0
0.0356,-0.4,0.098
0.0713,-0.7999,0.196
0.1069,-1.1999,0.294
0.1426,-1.5998,0.392
0.1782,-1.9998,0.49
0.2138,-2.3998,0.5881
0.2495,-2.7997,0.6861
0.2851,-3.1997,0.7841
0.3208,-3.5997,0.8821
0.3564,-3.9996,0.9801
0.3921,-4.3996,1.0781
0.4277,-4.7995,1.1761
0.4633,-5.1995,1.2741
0.499,-5.5995,1.3721
0.5346,-5.9994,1.4701
0.5703,-6.3994,1.5682
0.6059,-6.7994,1.6662
0.6415,-7.1993,1.7642
0.6772,-7.5993,1.8622
0.7128,-7.9992,1.9602
0.7485,-8.3992,2.0582
0.7841,-8.7992,2.1562
0.8198,-9.1991,2.2542
0.8554,-9.5991,2.3522
0.891,-9.9991,2.4502
0.9267,-10.399,2.5483
0.9623,-10.799,2.6463
0.998,-11.1989,2.7443
1.0336,-11.5989,2.8423
1.0692,-11.9989,2.9403
1.1049,-12.3988,3.0383
1.1405,-12.7988,3.1363
1.1762,-13.1987,3.2343
1.2118,-13.5987,3.3323
1.2475,-13.9987,3.4303
1.2831,-14.3986,3.5284
1.3187,-14.7986,3.6264
1.3544,-15.1986,3.7244
1.39,-15.5985,3.8224
1.4257,-15.9985,3.9204
1.4613,-16.3984,4.0184
1.4969,-16.7984,4.1164
1.5326,-17.1984,4.2144
1.5682,-17.5983,4.3124
1.6039,-17.9983,4.4104
1.6395,-18.3983,4.5085
1.6752,-18.7982,4.6065
1.7108,-19.1982,4.7045
1.7464,-19.5981,4.8025
